╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧е┴┼v╕Ї181~210╕╣,36.23,жэ,,,1050428,дgжa1л╪кл1иожь1,дK╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030606,226.39999999999998,3,2,2,ж│,ж│,22630000,110381,йY╣Dенн▒,37.69,1800000,,RPQNMLTKNHLFFEF78CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧дK╢╒д@╡є61~90╕╣,37.52,жэ,,,1050330,дgжa1л╪кл1иожь1,д╗╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031022,218.74,3,2,2,ж│,ж│,22000000,106213,йY╣Dенн▒,24.79,1400000,,RPVNMLMKNHLFFEF58CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧дK╢╒д@╡є61~90╕╣,42.17,жэ,,,1050326,дgжa1л╪кл1иожь1,д╗╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031022,243.68,3,2,2,ж│,ж│,23500000,101878,йY╣Dенн▒,24.79,1200000,,RPWNMLMKNHLFFEF68CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧ж█▒j╕Ї91~120╕╣,34.05,жэ,,,1050116,дgжa2л╪кл1иожь1,дQдT╝hбAдQе|╝h,дQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0790908,235.84,4,2,3,ж│,ж│,15600000,66147,йY╣Dенн▒,44.29,0,,RPVPMLLKNHLFFEF68CA
ж┴дю░╧,й╨жa(дgжa+л╪кл),╖sе_елж┴дю░╧лOд@╡є9л╤8з╦1~30╕╣,24.46,жэ,,,1050331,дgжa1л╪кл1иожь0,е|╝h,д╗╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0841207,110.03,3,2,2,ж│,ж│,6000000,54531,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPTPMLLKNHLFFDF38CA
ж┴дю░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елж┴дю░╧▒d╣ч╡є751л╤1~30╕╣,22.07,ифеL,,,1050419,дgжa2л╪кл1иожь1,д@╝h,дGдQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850718,203.25,4,3,2,ж│,ж│,14450000,71095,йY╣Dенн▒,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPUPMLNKNHLFFDF68CA
ж┴дю░╧,й╨жa(дgжa+л╪кл),╖sе_елж┴дю░╧л╪жи╕Ї23л╤1~30╕╣,32.76,жэ,,,1050415,дgжa6л╪кл1иожь0,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0740605,104.67,5,0,5,ж│,╡L,9800000,93628,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPWPMLNKNHLFFDF88CA
ж┴дю░╧,й╨жa(дgжa+л╪кл),╖sе_елж┴дю░╧лOк°╕Ї51л╤1~30╕╣,21.94,жэ,,,1050425,дgжa1л╪кл1иожь0,е|╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1041020,121.63,2,2,2,ж│,ж│,8900000,73173,,0.0,0,,RPSNMLRKNHLFFDF68CA
ж┴дю░╧,дgжa,дjжPмq391~420жa╕╣,5.3,ифеL,,,1050415,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,307545,58027,,0.0,0,╖sе_елмFй▓╖sл╪дu╡{│B┐ь▓zе╬жaи·▒oдgжaй╥ж│┼v▓╛┬р╡n░Oиє─│╗∙┴╩,RPXNMLRKNHLFFDF56CA
ж┴дю░╧,дgжa,дjжPмq391~420жa╕╣,5.3,ифеL,,,1050415,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,307545,58027,,0.0,0,╖sе_елмFй▓╖sл╪дu╡{│B┐ь▓zе╬жaи·▒oдgжaй╥ж│┼v▓╛┬р╡n░Oиє─│╗∙┴╩,RPOOMLRKNHLFFDF38CA
ж┴дю░╧,й╨жa(дgжa+л╪кл),╖sе_елж┴дю░╧к°ж┐╡є13л╤12з╦1~30╕╣,27.64,жэ,,,1050321,дgжa1л╪кл1иожь0,дG╝h,д╗╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0821231,126.58000000000001,3,2,2,ж│,ж│,6500000,51351,,0.0,0,,RPSNMLNLNHLFFDF38CA
ж┴дю░╧,й╨жa(дgжa+л╪кл),╖sе_елж┴дю░╧ж┴╕U╕Їд@мq181~210╕╣,14.14,жэ,,,1050323,дgжa1л╪кл1иожь0,дG╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1000225,84.96000000000001,2,1,1,ж│,ж│,7220000,84981,,0.0,0,,RPVOMLNLNHLFFDF78CA
╕Uи╜░╧,й╨жa(дgжa+л╪кл),╖sе_ел╕Uи╜░╧з╡д╗╡є1~30╕╣,21.98,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050505,дgжa1л╪кл1иожь0,е|╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0681115,76.0,3,2,1,ж│,╡L,630000,8289,,0.0,0,╖х▓лклеєдзецйЎбC,RPXOMLOLNHLFFDF09CA
ж┴дю░╧,иожь,╖sе_елж┴дю░╧▒d╣ч╡є141л╤31~60╕╣,2.59,жэ,,,1050426,дgжa0л╪кл0иожь1,жaдUд@╝h,дQдT╝h,ифеL,иги╧е╬░ї╖╙,┐√╡м▓V╛одg│y,0840824,50.29,0,0,0,ж│,ж│,1350000,,йY╣Dенн▒,50.28,1350000,,RPXQMLPKOHLFFDF76CA
ж┴дю░╧,иожь,╖sе_елж┴дю░╧ж┴╕U╕Їд@мq181~210╕╣,0.0,,,,1050323,дgжa0л╪кл0иожь1,,,ифеL,,,,16.8,0,0,0,ж│,ж│,1800000,,йY╣Dенн▒,16.8,1800000,,RPSNMLRKOHLFFDF78CA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧│╗л░дG╡є81л╤1~30╕╣,310.0,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1050423,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0930914,280.23,5,3,3,ж│,ж│,51880000,185134,,0.0,0,,RPUNMLRKNHLFFCF78CA
╖sй▒░╧,дgжa,жwз|мqдTл░┤Єдpмq121~150жa╕╣,320.0,,дsйYжaлOи|░╧,╣Aкке╬жa,1050503,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5800000,18125,,0.0,0,,RPQNMLQKNHLFFCF28CA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧жw╝w╡є116л╤26з╦1~30╕╣,12.86,жэ,,,1050331,дgжa1л╪кл1иожь0,дG╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830427,70.78,2,2,1,ж│,ж│,6050000,85476,,0.0,0,╢зеxе[┼K╡б,RPQNMLNLNHLFFCF08CA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧дд┐│╕Їд@мq103л╤1~30╕╣,12.27,жэ,,,1050409,дgжa1л╪кл1иожь0,дC╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0880105,112.4,3,2,2,ж│,╡L,14880000,132384,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPXPMLNKNHLFFCF88CA
╖sй▒░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖sй▒░╧дд┐│╕ЇдTмq121~150╕╣,10.55,жэ,,,1050304,дgжa1л╪кл1иожь1,дGдQ╝h,дGдQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0810502,181.88,4,2,2,ж│,ж│,21200000,116560,йY╣Dенн▒,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбCд║зt┐Wе▀▓г┼vиожьбAе╝е]зtжb┤╔╝╞д║бCиожьн▒┐n╡Lкk╖з║тбC,RPVOMLMKNHLFFCF48CA
пQи╙░╧,дgжa,й╛кvмq421~450жa╕╣,3060.0,ифеL,,,1050419,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,410000,134,,0.0,0,,RPQOMLQKNHLFFCF38CA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧е├жw╡є92л╤31~60╕╣,25.3,жэ,,,1050417,дgжa1л╪кл1иожь0,дн╝hбA╢зеx,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0700702,82.86,3,2,2,ж│,╡L,7080000,85445,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPWNMLLKNHLFFCF38CA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧─_дд╕Ї121~150╕╣,9.65,дu,,,1050412,дgжa1л╪кл1иожь0,дG╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),дu╖~е╬,┐√╡м▓V╛одg│y,0821027,73.21000000000001,2,1,1,ж│,ж│,8000000,109275,,0.0,0,,RPSNMLMKNHLFFCF08CA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧е├жw╡є34л╤1~30╕╣,29.27,жэ,,,1050308,дgжa1л╪кл1иожь0,дT╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,е[▒j┐j│y,0650406,67.68,3,2,1,ж│,╡L,5600000,82742,,0.0,0,ж@ж│дH╝╞2дHбCзt╝Wл╪й╬е╝╡n░Oл╪клбC,RPXOMLMKNHLFFCF68CA
╖sй▒░╧,дgжa,к╜╝цмqдpз|дpмq31~60жa╕╣,922.0,ифеL,,,1050428,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1115620,1210,,0.0,0,,RPXNMLNKNHLFFCF68CA
╖s▓°░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖s▓°░╧ддеб╕Ї91~120╕╣,49.87,░╙,,,1050425,дgжa1л╪кл1иожь3,дQ╝h,дGдQд╗╝h,ифеL,игифеL╡n░Oи╞╢╡,┐√░й┐√╡м▓V╛одg│y,1020718,480.78,3,2,4,ж│,ж│,73600000,183129,йY╣Dенн▒,121.47,7800000,,RPSONLQJOHLFFBF58CA
днк╤░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елднк╤░╧жш╢│╕Ї91~120╕╣,19.79,жэ,,,1050406,дgжa1л╪кл1иожь1,дT╝h,дE╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0931007,143.45,3,2,2,ж│,ж│,8800000,61345,йY╣Dенн▒,0.0,0,,RPRUMLMJOHLFFBF58CA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧д╜╢щд@╕Ї121~150╕╣,26.72,жэ,,,1050420,дgжa3л╪кл1иожь0,дG╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0791201,186.7,3,1,2,ж│,╡L,14500000,77665,,0.0,0,,RPRPMLQLNHLFFBF58CA
╖s▓°░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖s▓°░╧йп║╓кF╕Ї91~120╕╣,14.29,жэ,,,1050415,дgжa1л╪кл1иожь1,дE╝h,дQдK╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1011122,118.11,2,1,1,ж│,ж│,12950000,109653,йY╣Dенн▒,41.54,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPXSMLLJOHLFFBF88CA
кLдf░╧,й╨жa(дgжa+л╪кл),╖sе_елкLдf░╧дK╝w╕Ї241~270╕╣,8.35,ифеL,,,1050408,дgжa1л╪кл1иожь0,дC╝h,дQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040129,69.05,0,0,0,╡L,ж│,9680000,140188,,0.0,0,,RPPOMLLMNHLFFBF87CA
кLдf░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкLдf░╧дK╝w╕Ї271~300╕╣,14.25,ифеL,,,1050305,дgжa1л╪кл1иожь1,д╗╝h,дQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040129,164.14,2,1,1,ж│,ж│,18580000,139727,йY╣Dенн▒,45.48,2000000,,RPQOMLLMNHLFFBF97CA
кLдf░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкLдf░╧дп╖R╕ЇдGмq511~540╕╣,22.61,░╙,,,1050319,дgжa1л╪кл1иожь1,дQдT╝h,дQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0970729,216.76999999999998,4,2,2,ж│,ж│,16100000,74272,йY╣Dенн▒,0.0,0,,RPVPMLNLNHLFFBF68CA
днк╤░╧,дgжa,▒sеvмq481~510жa╕╣,34.36,жэ,,,1050301,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3118464,90759,,0.0,0,дgжa╝Wн╚╡|216754д╕бAжa╗∙╡|8098д╕бA┐Є▓г╡|5598д╕бAе╤╢Rдшнt╛сбC,RPVNMLPLNHLFFBF68CA
╖s▓°░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖s▓°░╧║a╡╪╕Їд@мq1~30╕╣,52.83,жэ,,,1050304,дgжa1л╪кл1иожь2,дQе|╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1021106,426.95,4,2,2,ж│,ж│,57520000,169414,йY╣Dенн▒,116.94,5000000,,RPPNMLLLNHLFFBF67CA
кLдf░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкLдf░╧й╛з╡╕Ї504л╤1~30╕╣,88.36,жэ,,,1050419,дgжa1л╪кл1иожь1,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0960320,263.8,6,3,6,ж│,ж│,25800000,97801,йY╣Dенн▒,0.0,0,,RPQOMLTKNHLFFBF58CA
кLдf░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкLдf░╧дхд╞дG╕Їд@мq230л╤22з╦1~30╕╣,17.75,жэ,,,1050419,дgжa1л╪кл1иожь1,дK╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840704,112.13,2,2,2,ж│,ж│,7550000,67333,йY╣Dенн▒,0.0,1300000,,RPVOMLTKNHLFFBF09CA
кLдf░╧,дgжa,░ъжvмq31~60жa╕╣,121.01,жэ,,,1050422,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,18609000,153781,,0.0,0,,RPQPMLRKNHLFFBF48CA
днк╤░╧,й╨жa(дgжa+л╪кл),╖sе_елднк╤░╧жиої╕Їд@мq7л╤15з╦1~30╕╣,16.08,жэ,,,1050409,дgжa2л╪кл1иожь0,дQ╝h,дQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830702,100.83,3,2,2,ж│,ж│,7100000,70416,,0.0,0,,RPWOMLQKNHLFFBF88CA
кLдf░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкLдf░╧лn╢╒д╗╡є241~270╕╣,84.55,жэ,,,1050329,дgжa1л╪кл1иожь2,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1000805,288.48,4,3,4,ж│,ж│,22000000,76262,йY╣Dенн▒,0.0,0,,RPQNMLQKNHLFFBF18CA
╖s▓°░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖s▓°░╧е▀лHдн╡є1~30╕╣,14.07,жэ,,,1050410,дgжa1л╪кл1иожь1,дE╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0970528,117.19999999999999,2,2,1,ж│,ж│,12100000,103242,йY╣Dенн▒,32.94,0,,RPVWMLNKNHLFFBF66CA
╖s▓°░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖s▓°░╧е┴жwжш╕Ї301~330╕╣,16.41,жэ,,,1050502,дgжa1л╪кл1иожь1,дQ╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1010511,139.87,2,2,1,ж│,ж│,11260000,80503,йY╣Dенн▒,39.01,0,,RPWWMLNKNHLFFBF76CA
кLдf░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкLдf░╧дп╖R╕Їд@мq335л╤31~60╕╣,250.27,жэ,,,1040728,дgжa1л╪кл1иожь2,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050203,419.26,6,5,5,ж│,╡L,41680000,99413,д@╝╙енн▒,0.0,0,,RPOOMLMKNHLFFBF67CA
днк╤░╧,й╨жa(дgжa+л╪кл),╖sе_елднк╤░╧дЇ╕P╕Ї16л╤31~60╕╣,6.92,ифеL,,,1050406,дgжa1л╪кл1иожь0,дT╝h,дE╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860129,41.24,1,1,1,ж│,ж│,3300000,80019,,0.0,0,,RPQOMLMKNHLFFBF87CA
оїдs░╧,й╨жa(дgжa+л╪кл),╖sе_елоїдs░╧дп╕q╕Ї220л╤1~30╕╣,26.82,жэ,,,1050310,дgжa1л╪кл1иожь0,д╗╝h,дE╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0920905,135.07,3,2,2,ж│,╡L,11500000,85141,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPSOMLMKNHLFFBF08CA
╖s▓°░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖s▓°░╧лф╖╜╕Ї192л╤1~30╕╣,35.48,жэ,,,1050419,дgжa1л╪кл1иожь1,дн╝h,дGдQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√░й┐√╡м▓V╛одg│y,1031117,250.60000000000002,4,2,2,ж│,ж│,30800000,137632,йY╣Dенн▒,40.62,1900000,,RPOQMLMKNHLFFBF87CA
оїдs░╧,иожь,╖sе_елоїдs░╧дп╕q╕Ї211~240╕╣,0.0,,,,1050310,дgжa0л╪кл0иожь1,,,ифеL,,,,23.83,0,0,0,ж│,ж│,1500000,,йY╣Dенн▒,23.83,1500000,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPROMLNKNHLFFBF08CA
кLдf░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкLдf░╧лn╢╒╡є91~120╕╣,59.53,жэ,,,1050427,дgжa1л╪кл1иожь2,дT╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1010725,277.79,4,2,2,ж│,ж│,24000000,86396,йY╣Dенн▒,0.0,0,,RPTPMLLKNHLFFBF18CA
дgл░░╧,й╨жa(дgжa+л╪кл),╖sе_елдgл░░╧╕╬е═╕Ї67л╤2з╦1~30╕╣,21.25,жэ,,,1050331,дgжa1л╪кл1иожь0,дT╝hбA╢зеx,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0691024,79.48,2,1,1,ж│,╡L,6800000,85556,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPVPMLKLNHLFFAF28CA
дgл░░╧,й╨жa(дgжa+л╪кл),╖sе_елдgл░░╧лC╢│╕Ї269л╤1~30╕╣,25.39,жэ,,,1050409,дgжa1л╪кл1иожь0,дT╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0751212,95.14999999999999,3,2,2,ж│,╡L,9060000,95218,,0.0,0,,RPUQMLKLNHLFFAF28CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧е┴┼v╕Ї202л╤1з╦1~30╕╣,22.5,жэ,,,1050401,дgжa1л╪кл1иожь0,е|╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0631014,72.09,6,1,5,ж│,╡L,10080000,139825,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPRQMLTKNHLFFAF78CA
дgл░░╧,й╨жa(дgжa+л╪кл),╖sе_елдgл░░╧лC╢│╕Ї151~180╕╣,3.8,░╙,,,1050329,дgжa1л╪кл1иожь0,дT╝h,дQдC╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0831213,55.580000000000005,1,1,1,ж│,ж│,5380000,96797,,0.0,0,,RPQNMLPLNHLFFAF08CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧дхд╞╕Їд@мq188л╤11з╦31~60╕╣,22.75,жэ,,,1050408,дgжa1л╪кл1иожь0,е|╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0620830,58.74,2,1,1,ж│,╡L,7800000,132789,,0.0,0,╝Wл╪│бд└:│╗╝╙е[╗\,RPVPMLPLNHLFFAF78CA
дgл░░╧,й╨жa(дgжa+л╪кл),╖sе_елдgл░░╧й╡йM╕Ї177л╤1~30╕╣,22.82,жэ,,,1050408,дgжa1л╪кл1иожь0,дT╝hбA╢зеx,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0690804,95.7,3,2,1,ж│,╡L,8850000,92476,,0.0,0,,RPQPMLPLNHLFFAF28CA
дgл░░╧,й╨жa(дgжa+л╪кл),╖sе_елдgл░░╧и╚мw╕Ї1~30╕╣,20.44,дu,,,1050412,дgжa1л╪кл1иожь0,е|╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),дu░╙е╬,┐√╡м▓V╛одg│y,0850103,156.75,3,2,2,ж│,ж│,10000000,63796,,0.0,0,ж│╝Wл╪-зи╝h,RPRPMLPLNHLFFAF38CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧лH╕q╕Ї54л╤1~30╕╣,34.59,жэ,,,1050411,дgжa1л╪кл1иожь0,дT╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0750613,127.64,4,0,2,ж│,╡L,5590000,43795,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPOOMLQLNHLFFAF08CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧└sмu╡є54л╤1~30╕╣,22.64,жэ,,,1050417,дgжa2л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,,88.18,5,0,5,ж│,╡L,8000000,90724,,0.0,0,,RPWOMLKMNHLFFAF38CA
кO╛Ї░╧,дgжa,░ъе·мq631~660жa╕╣,7.0,жэ,,,1050328,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2117500,302500,,0.0,0,,RPSQMLMJOHLFFAF18CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкO╛Ї░╧▓°╖q╕Ї220л╤31~60╕╣,29.38,жэ,,,1050109,дgжa1л╪кл1иожь1,дQдG╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0890124,194.82999999999998,4,2,2,ж│,ж│,23000000,118052,йY╣Dенн▒,38.07,0,,RPOPMLLKNHLFFAF57CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкO╛Ї░╧▓°╖q╕Ї1~30╕╣,11.8,жэ,,,1050405,дgжa1л╪кл1иожь1,дQ╝h,дGдQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860905,168.20999999999998,3,2,2,ж│,ж│,21500000,127816,йY╣Dенн▒,0.0,0,ж@ж│дH╝╞2дHзt╝Wл╪й╬е╝╡n░Oл╪клбCе╗о╫иожьн▒┐n╡Lкkйю║тбC,RPPPMLMKNHLFFAF77CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧┤Iдs╡є31~60╕╣,17.79,жэ,,,1050426,дgжa3л╪кл1иожь0,дн╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040616,87.3,2,1,1,ж│,╡L,3500000,40092,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPSNMLMKNHLFFAF87CA
